name,sales,zipcode,address,store,first_sale,last_sale
QUICK SHOP / CLEAR LAKE,1470,NA,NA,3456,2019-07-02T00:00:00Z,2021-11-30T00:00:00Z
LAKE VIEW FOODS,1461,51450,223 MAIN ST,4116,2016-05-04T00:00:00Z,2019-06-24T00:00:00Z
THE SECRET CELLAR,1456,NA,NA,3822,2016-09-06T00:00:00Z,2017-09-05T00:00:00Z
CASEY'S GENERAL STORE #1653 / CORNING,1453,50841,204 6TH ST,5459,2017-10-06T00:00:00Z,2022-10-28T00:00:00Z
WALGREENS #05943 / INDIANOLA,1444,50125,1000 N JEFFERSON ST,4714,2012-08-28T00:00:00Z,2022-09-20T00:00:00Z
CHUBBYS LIQUOR,1412,50435,68 MONROE PO BOX 249,4099,2012-01-09T00:00:00Z,2014-03-18T00:00:00Z
LIQUOR AND GROCERY DEPOT,1406,NA,NA,5248,2016-09-01T00:00:00Z,2017-02-09T00:00:00Z
CASEY'S GENERAL STORE #3610 / CEDAR FALLS,1396,50613,1225 FOUNTAINS WAY,5484,2017-12-28T00:00:00Z,2022-09-29T00:00:00Z
"CHARLIE'S WINE AND SPIRITS,",1394,51103,507 W 19TH ST,3820,2021-10-06T00:00:00Z,2021-11-23T00:00:00Z
HOMETOWN WINE & SPIRITS / OSKALOOSA,1386,52577,1202 A AVE E,6143,2022-11-02T00:00:00Z,2023-03-29T00:00:00Z
POINT LIQUOR & TOBACCO,1382,NA,NA,5230,2016-09-06T00:00:00Z,2017-09-05T00:00:00Z
KUM & GO # 539/ DES MOINES,1370,50313,5050 NW 2ND AVE,5338,2016-11-03T00:00:00Z,2018-02-12T00:00:00Z
EICHMAN ENTERPRISES INC / SAGEVILLE,1350,52002,11941 HWY 52 N,5814,2019-06-21T00:00:00Z,2022-10-24T00:00:00Z
NEW STAR / LAFAYETTE / WATERLOO,1327,NA,NA,5243,2016-09-01T00:00:00Z,2017-04-25T00:00:00Z
CASEY'S GENERAL STORE # 2598/ PELLA,1324,50219,"414, CLARK STREET",5273,2016-06-22T00:00:00Z,2022-04-27T00:00:00Z
CASEY'S GENERAL STORE #2493 / BUFFAL,1305,52728,222 W FRONT ST,4552,2012-01-25T00:00:00Z,2016-08-22T00:00:00Z
CASEY'S GENERAL STORE #2845 / URBAND,1305,52345,201 SUNSET ST,4551,2012-01-03T00:00:00Z,2016-02-16T00:00:00Z
TOBACCO OUTLET PLUS #537 / IOWA CITY,1239,52246,923 S RIVERSIDE DR,5952,2021-12-07T00:00:00Z,2022-10-25T00:00:00Z
T P PLAZA,1212,50158,1701 IOWA AVE,4225,2012-01-26T00:00:00Z,2014-09-17T00:00:00Z
MART STOP #1 / DAVENPORT,1208,NA,NA,4640,2016-09-07T00:00:00Z,2021-10-06T00:00:00Z
HY-VEE / GRIMES,1200,50111,351 NORTHEAST GATEWAY DRIVE,6209,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
KUM & GO #436 / MUSCATINE,1196,NA,NA,5091,2016-09-13T00:00:00Z,2017-11-06T00:00:00Z
MLK LIQUOR LLC / DES MOINES,1193,50310,3424 MARTIN LUTHER KING JUNIOR PARKWAY,6264,2022-02-10T00:00:00Z,2022-09-29T00:00:00Z
FAREWAY STORES #193 / TIFFIN,1187,52340,500 CROELL AVENUE,5734,2021-12-06T00:00:00Z,2022-10-31T00:00:00Z
CASEY'S GENERAL STORE #45 / DES MOINES,1157,50317,2890 E BROADWAY AVE,5664,2018-11-06T00:00:00Z,2022-10-27T00:00:00Z
CASEY'S #3934 / ANKENY,1093,50021,1515 SE CORPORATE WOODS DR.,6214,2021-09-01T00:00:00Z,2022-10-26T00:00:00Z
POINT LIQUOR AND TOBACCO /,1092,52402,4107 CENTER POINT RD,4282,2012-01-12T00:00:00Z,2012-07-12T00:00:00Z
HY-VEE FOOD STORE (1295) / IOWA FALLS,1083,50126,640 S. OAK,2539,2022-12-27T00:00:00Z,2023-03-27T00:00:00Z
CASEY'S GENERAL STORE #2989 / MECHAN,1054,52306,206 SHORT ST,4562,2012-01-10T00:00:00Z,2016-08-01T00:00:00Z
WAL-MART 1721 / IOWA CITY,1052,52246,919 HWY 1 WEST,3980,2021-10-06T00:00:00Z,2023-03-29T00:00:00Z
SMOKIN' JOE'S TOBACCO & LIQUOR OUTLET # 8,1025,52806,90 W. KIMBERLY RD STE 55-56,5436,2017-06-15T00:00:00Z,2017-12-07T00:00:00Z
CASEY'S GENERAL STORE #77 / CASCADE,1004,52033,717 1ST  AVE,5183,2017-12-26T00:00:00Z,2022-10-28T00:00:00Z
LOCAL CRAFT CELLAR / CEDAR RAPIDS,999,52402,"7085 C AVENUE NORTHEAST, UNIT A1",6275,2022-10-05T00:00:00Z,2023-04-26T00:00:00Z
CATFISH CHARLIE'S,989,52001,1630 EAST 16TH ST,5637,2018-08-07T00:00:00Z,2022-08-09T00:00:00Z
HY-VEE FOOD STORE / KEOKUK,987,52632,3111 MAIN,2555,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
FAREWAY STORES #703 / HUMBOLT,979,NA,NA,4319,2016-09-07T00:00:00Z,2021-11-26T00:00:00Z
WASPY'S TRUCK STOP,978,51463,703 SOUTH RYE AVE STE A,5400,2017-05-18T00:00:00Z,2022-09-13T00:00:00Z
SID'S BEVERAGE SHOP,967,52003,2727 DODGE ST,2465,2021-10-05T00:00:00Z,2021-11-29T00:00:00Z
BREW OIL #33 / STORM LAKE,962,50588,1201 LAKESHORE DR,6104,2021-02-01T00:00:00Z,2022-09-26T00:00:00Z
HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,955,52402,2001 BLAIRS FERRY ROAD NE,2605,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
HIWAY 20 LIQUOR & TOBACCO,947,50595,1345 2ND STREET SOUTH,5430,2020-09-04T00:00:00Z,2021-04-16T00:00:00Z
CASEY'S GENERAL STORE #2676 / DES MOINES,938,50321,2106 ECHO VALLEY DR,6064,2020-12-18T00:00:00Z,2022-09-23T00:00:00Z
HAWKEYE CONVENIENCE STORES / 1ST AVE,937,52403,1581 1ST AVE SE,5025,2014-07-09T00:00:00Z,2020-01-20T00:00:00Z
CASEY'S #3954 / NEWTON,922,50208,4343 SOUTH 15TH AVE EAST,6285,2022-03-30T00:00:00Z,2023-04-24T00:00:00Z
KUM & GO #422 / IOWA CITY,912,NA,NA,4457,2016-09-06T00:00:00Z,2022-10-25T00:00:00Z
ROUND WINDOW LIQUOR,905,50138,703 W PLEASANT ST,3818,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
STAMMER LIQUOR CORP,905,51201,615 2ND AVE,5423,2021-10-05T00:00:00Z,2021-11-30T00:00:00Z
FAREWAY STORES # 168/ PEOSTA,873,52068,8400 NICC DRIVE,5359,2016-12-27T00:00:00Z,2018-02-06T00:00:00Z
KUM & GO #768 / HOSPERS,849,51238,"107, IA HIGHWAY 60",5088,2015-01-20T00:00:00Z,2018-03-27T00:00:00Z
CENTRAL GROCERY,847,NA,NA,5320,2016-10-17T00:00:00Z,2017-07-31T00:00:00Z
HY-VEE DRUGSTORE / IOWA CITY,830,52245,310 N 1ST ST,2545,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
CASEY'S GENERAL STORE #1028 / MIDDLETOWN,824,52638,75 MAIN ST,5807,2019-07-12T00:00:00Z,2022-09-23T00:00:00Z
CASEY'S GENERAL STORE #1651 / ALBIA,808,52531,1117 CLINTON ST,5757,2019-06-21T00:00:00Z,2022-09-23T00:00:00Z
CASEY'S GENERAL STORE #3439 / LIME SPRINGS,782,52155,14046 45TH ST,5884,2020-02-04T00:00:00Z,2022-10-11T00:00:00Z
ADVENTURELAND INN,779,NA,NA,2238,2019-05-02T00:00:00Z,2022-01-31T00:00:00Z
GAMEDAY LIQUOR,765,NA,NA,5259,2016-09-02T00:00:00Z,2017-01-20T00:00:00Z
KWIK STOP FOOD MART / DUBUQUE,740,52001,4039 PENNSYLVANIA AVE,5874,2020-02-03T00:00:00Z,2022-09-26T00:00:00Z
CASEY'S GENERAL STORE #3210 / URBAND,732,50323,4400 128TH ST,4890,2013-05-02T00:00:00Z,2016-08-16T00:00:00Z
CASEY'S GENERAL STORE # 3546/ MONONA,722,52159,901 S MAIN ST.,5381,2017-04-17T00:00:00Z,2022-09-16T00:00:00Z
SUPER SAVER IV,719,51503,1141 N BROADWAY,3443,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
LINCOLN FARM AND HOME 3 / PACIFIC JUNCTION,717,51561,18880 HYLAND AVE,6133,2021-04-23T00:00:00Z,2023-02-10T00:00:00Z
CURRY'S EXPRESS MART,701,52761,"4804, HWY  61 SOUTH",5103,2015-03-30T00:00:00Z,2016-10-31T00:00:00Z
WAL-MART 4606 / OSCEOLA,701,50213,2400 COLLEGE DR,3997,2021-12-07T00:00:00Z,2022-09-27T00:00:00Z
CROWN LIQUOR & SMOKE / IOWA CITY,696,NA,NA,010183,2023-03-29T00:00:00Z,2023-03-30T00:00:00Z
JEFF'S MARKET / WILTON,685,NA,NA,5070,2016-09-03T00:00:00Z,2021-10-04T00:00:00Z
KUM & GO #540 / WAUKEE,684,NA,NA,5235,2016-09-14T00:00:00Z,2023-02-24T00:00:00Z
HY-VEE WINE AND SPIRITS / HUMBOLDT,682,50548,1011  13TH ST NORTH,2606,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
CASEY'S GENERAL STORE #1365 / PAULLINA,649,NA,NA,4777,2016-09-13T00:00:00Z,2018-08-07T00:00:00Z
WAL-MART 3762 / WDM,648,50266,6365 STAGECOACH DR,3899,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
WINES AND SPIRITS,634,52353,106 W 2ND ST,3525,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
WAL-MART 1393 / OSKALOOSA,633,52577,2203 A AVENUE WEST,3789,2022-11-02T00:00:00Z,2023-03-29T00:00:00Z
HY-VEE FOOD STORE #2 / STATE ANKENY,626,NA,NA,2666,2019-07-02T00:00:00Z,2019-07-22T00:00:00Z
HY-VEE C-STORE / FAIRFEILD,625,52556,1300 W BURLINGTON,2681,2019-04-08T00:00:00Z,2021-03-03T00:00:00Z
KUM & GO #302 / CLEAR LAKE,620,50248,2905 FOURTH AVE,4353,2020-09-03T00:00:00Z,2021-11-11T00:00:00Z
HY-VEE WINE AND SPIRITS / WASHINGTON,615,52353,1004 W MADISON ST,2653,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
CASEY'S GENERAL STORE #2521 / ADAIR,611,50002,110 S 5TH ST,4753,2021-12-03T00:00:00Z,2022-10-21T00:00:00Z
PIT STOP LIQUORS / NEWTON,610,50208,"1324, 1ST AVE E",4604,2021-10-04T00:00:00Z,2021-11-29T00:00:00Z
CELTICS BEVERAGE COMPANY,609,50536,1122 BROADWAY,3704,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
KUM & GO #76 / ADAIR,609,50002,109 S 5TH ST,4417,2021-10-01T00:00:00Z,2022-10-21T00:00:00Z
PIRILLO BEVERAGE,607,50662,1011 S FREDERICK M/A PO BX 572,3584,2017-12-01T00:00:00Z,2018-04-20T00:00:00Z
SMOKIN' JOE'S #17 TOBACCO AND LIQUOR OUTLET,603,52601,110 S ROOSEVELT HWY 61,4794,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
FAREWAY STORES #792 / TOLEDO,596,52342,1005 S COUNTY LINE RD,4195,2020-02-11T00:00:00Z,2023-03-28T00:00:00Z
FAREWAY STORES #462 / VINTON,583,52349,501 A AVE,4228,2022-11-04T00:00:00Z,2023-03-31T00:00:00Z
FAREWAY STORE # 167/JOHNSTON,579,NA,NA,5307,2016-09-01T00:00:00Z,2017-03-02T00:00:00Z
HUBER'S STORE INC.,566,52144,FIRST & MAIN,2161,2012-01-09T00:00:00Z,2012-07-09T00:00:00Z
I-80 LIQUOR / COUNCIL BLUFFS,555,NA,NA,4312,2022-09-08T00:00:00Z,2022-10-26T00:00:00Z
HAWKEYE CONVENIENCE STORES EAST,543,52403,"1581, 1ST AVE SE",4618,2012-01-10T00:00:00Z,2014-06-25T00:00:00Z
CASEY'S GENERAL STORE #2944 / MUSCATINE,538,52761,3010 UNIVERSITY DR,5766,2021-12-14T00:00:00Z,2022-10-31T00:00:00Z
DOUBLE D LIQUOR STORE / WAUKON,535,52172,618 ROSSVILLE RD,6108,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
PRIME MART - CEDAR FALLS,534,50613,2728 CENTER ST,5941,2021-10-05T00:00:00Z,2021-11-29T00:00:00Z
RODGERS SPIRITS AND MORE,533,50273,53 GREEN ST,2228,2021-10-05T00:00:00Z,2021-11-23T00:00:00Z
LIQUOR ON THE CORNER,524,51012,300 EAST MAIN,5441,2021-10-04T00:00:00Z,2021-11-29T00:00:00Z
HOMETOWN FOODS / STUART,519,NA,NA,3461,2019-07-05T00:00:00Z,2021-11-26T00:00:00Z
FAREWAY STORES #426 / NEVADA,494,50201,1505 SOUTH B AVE,4105,2022-11-03T00:00:00Z,2023-03-30T00:00:00Z
SHADE TREE LIQUORS,485,50459,90 10TH ST S,3664,2021-10-04T00:00:00Z,2021-11-29T00:00:00Z
BLIND PIG COCKTAIL BODEGA WEST DES MOINES,481,50265,222 1 HALF 5TH STREET VALLEY JUNCTION,6199,2022-03-28T00:00:00Z,2022-09-26T00:00:00Z
OSCO #1118 / CLINTON,479,52732,1307 N SECOND,2806,2021-10-04T00:00:00Z,2021-11-29T00:00:00Z
COSTCO WHOLESALE #1630 / ANKENY,476,50021,4000 NE SPECTRUM DRIVE,010074,2022-10-31T00:00:00Z,2023-04-24T00:00:00Z
7STAR LIQUOR & TOBACCO OUTLET,469,52405,502 E AVE NW,5462,2022-11-07T00:00:00Z,2023-03-27T00:00:00Z
AV SUPERSTOP,464,NA,NA,5169,2016-09-07T00:00:00Z,2017-02-15T00:00:00Z
BANCROFT LIQUOR STORE,463,50517,107 N PORTLAND ST PO BX 222,3842,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
SAVE MORE SUPER MARKET / DAVENPORT,462,52806,"6723 NORTHWEST BOULEVARD, UNIT 2",6186,2021-10-04T00:00:00Z,2021-11-29T00:00:00Z
SA PETRO MART,458,50265,136  1ST ST,4068,2021-10-04T00:00:00Z,2021-11-29T00:00:00Z
A TO Z LIQUOR / CHEROKEE,455,51012,114 S 2ND ST,6060,2021-10-04T00:00:00Z,2021-11-29T00:00:00Z
HY-VEE WINE AND SPIRITS / ALGONA,451,NA,NA,2585,2019-12-04T00:00:00Z,2019-12-26T00:00:00Z
INDY 66 WEST #929 / INDIANOLA,447,NA,NA,4482,2016-09-06T00:00:00Z,2017-01-10T00:00:00Z
CB QUICK STOP / COUNCIL BLUFFS,445,51501,"3500, AVE A",4808,2022-11-04T00:00:00Z,2023-03-31T00:00:00Z
BRADY MART / DAVENPORT,440,52803,3107 N BRADY ST,3760,2012-01-05T00:00:00Z,2012-03-01T00:00:00Z
HY-VEE GAS - PLEASANT HILL,438,NA,NA,2686,2019-10-22T00:00:00Z,2022-09-26T00:00:00Z
GARNER FOODS / FT MADISON,436,52627,2236 AVE L,5892,2022-10-05T00:00:00Z,2023-04-26T00:00:00Z
KUM & GO #202 / 4TH ST WAUKEE,436,NA,NA,4378,2016-09-06T00:00:00Z,2017-10-17T00:00:00Z
CASEY'S #6134 / COUNCIL BLUFFS,435,51501,33501 WEST BROADWAY,010094,2022-12-02T00:00:00Z,2023-10-13T00:00:00Z
CASEY'S GENERAL STORE # 2698/ PERRY,433,50220,1308 1ST STREET,5384,2021-10-01T00:00:00Z,2023-04-28T00:00:00Z
D AND S GROCERY,428,NA,NA,3909,2016-09-07T00:00:00Z,2023-03-31T00:00:00Z
HY-VEE FAST AND FRESH / GRIMES,428,50111,1401 1ST STREET,6208,2021-09-03T00:00:00Z,2023-02-10T00:00:00Z
THE MARKET ON 30 / CARROLL,428,51401,420 WEST HWY 30,4776,2012-08-07T00:00:00Z,2015-06-04T00:00:00Z
CASEY'S GENERAL STORE #3404 / CARLIS,427,50047,1020 GATEWAY DR,5109,2022-10-14T00:00:00Z,2023-04-28T00:00:00Z
BLIND PIG COCKTAIL BODEGA / WEST DES MOINES,425,50265,"222 1/2 5TH STREET, VALLEY JUNCTION",6199,2021-08-30T00:00:00Z,2022-03-07T00:00:00Z
BREW COFFEE WINE SPIRIT AND CIGARS,420,51031,346 PLYMOUTH ST SW,5431,2021-10-05T00:00:00Z,2021-11-30T00:00:00Z
MONTE SPIRITS,414,50171,109 N 4TH ST,3712,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
KWIK STOP  #858  /  DUBUQUE,412,52001,"3340, JFK  RD",5201,2015-12-01T00:00:00Z,2019-08-02T00:00:00Z
NEW STAR RAYMOND,412,50667,101 COMERICAL STREET,5447,2017-08-25T00:00:00Z,2018-01-16T00:00:00Z
LAKE LIQUORS WINE AND SPIRITS,407,NA,NA,4969,2019-07-01T00:00:00Z,2019-07-18T00:00:00Z
FAREWAY STORES #470 / PERRY,406,NA,NA,4320,2019-07-05T00:00:00Z,2021-11-26T00:00:00Z
FAREWAY STORES #147 / CARLISLE,393,50047,"1115, BLUESTEM DR",5050,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
LIQUOR TOBACCO & GROCERY - MASON CITY,389,50401,18 NORTH MONROE AVENUE,5859,2021-10-07T00:00:00Z,2021-11-26T00:00:00Z
CASEY'S GENERAL STORE #1131 / DYSART,386,52224,201 HWY 21,6001,2020-09-15T00:00:00Z,2022-10-25T00:00:00Z
RANDY'S NEIGHBORHOOD MARKET / OSAGE,383,50461,633 CHASE ST,4559,2021-10-04T00:00:00Z,2021-11-29T00:00:00Z
QUICKER LIQUOR STORE,382,52627,1414 48TH ST,3549,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
DOWNTOWN PANTRY,380,50309,"218, 6TH AVE #101",4997,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
YESWAY STORE # 10016/ FORT DODGE,380,50501,1601 5TH AVE,5288,2016-08-17T00:00:00Z,2020-02-07T00:00:00Z
TOP SHELF LIQUOR / IOWA CITY,378,52246,412 HIGHWAY 1,010003,2023-03-07T00:00:00Z,2023-04-25T00:00:00Z
CASEY'S GENERAL STORE #1682 / OSKALOOSA,377,52577,1310 A AVE WEST,5591,2022-10-05T00:00:00Z,2023-03-29T00:00:00Z
KWIK STOP 3 / WATERLOO,377,50702,1104 WASHINGTON ST,4265,2021-10-05T00:00:00Z,2021-11-30T00:00:00Z
PANTHER TRAVEL CENTER / CEDAR FALLS,375,50613,1525 W RIDGEWAY AVE,6058,2020-10-13T00:00:00Z,2021-10-12T00:00:00Z
SHOP N SAVE NEWTON,374,50208,404 S 11TH AVE W,6076,2021-10-04T00:00:00Z,2021-11-29T00:00:00Z
"AMERICAN HERITAGE DISTILLERS, LLC",367,51301,PO BOX 1317,9042,2019-03-28T00:00:00Z,2023-03-30T00:00:00Z
BANI'S / CEDAR FALLS,363,50613,2128 COLLEGE ST,6147,2021-10-07T00:00:00Z,2021-11-26T00:00:00Z
WAL-MART 1546 / IOWA FALLS,360,50126,840 S OAK,4024,2022-11-07T00:00:00Z,2023-03-27T00:00:00Z
KUM & GO #157 / URBANDALE,355,50323,4585 156TH ST,4450,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
SUPER STOP LIQUOR AND WINE / ALTOONA,353,50009,2635 ADVENTURELAND DR,5995,2021-10-07T00:00:00Z,2021-11-26T00:00:00Z
C'S LIQUOR STORE,351,51301,719 2ND AVE W,5080,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
LIQUOR BEER & TOBACCO OUTLET,350,50616,1908 CLARK ST,5366,2021-10-05T00:00:00Z,2021-11-30T00:00:00Z
OLD 34 GAS & GRILL / DANVILLE,350,52623,305 E HWY 34,5954,2020-05-15T00:00:00Z,2022-10-21T00:00:00Z
LEO1  /  CEDAR RAPIDS,349,52402,"1500, 1ST  AVE NE",5222,2021-10-04T00:00:00Z,2021-11-29T00:00:00Z
XPRESS LIQUOR,346,50125,1201 NORTH JEFFERSON STE 100,4066,2012-01-03T00:00:00Z,2012-04-24T00:00:00Z
HY-VEE C-STORE / FAIRFIELD,343,52556,1300 W BURLINGTON,2681,2021-03-11T00:00:00Z,2022-10-26T00:00:00Z
LIQUOR DOWNTOWN / IOWA CITY,342,52240,315 S GILBERT ST,6041,2021-10-06T00:00:00Z,2021-11-23T00:00:00Z
FAREWAY STORES #479 / INDEPENDENCE,341,50644,1400 3RD AVE SE,4148,2021-10-05T00:00:00Z,2021-11-30T00:00:00Z
KUM & GO #438 / MUSCATINE,335,NA,NA,4467,2016-09-13T00:00:00Z,2016-12-12T00:00:00Z
TOBACCO HUT #18 / COUNCIL BLUFFS,333,51501,429 VETERANS MEMORIAL,4866,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
SMOKIN' JOE'S #18 TOBACCO AND LIQUOR OUTLET,330,52240,1901 BROADWAY ST,3896,2021-10-06T00:00:00Z,2021-11-30T00:00:00Z
CIRCLE B MARKET,328,52565,111 MAIN ST,4296,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
SMOKIN' JOE'S #12 TOBACCO AND LIQUOR OUTLET,326,52317,465 HWY 965 UNIT G,3928,2021-10-06T00:00:00Z,2021-11-30T00:00:00Z
SMOKIN' JOE'S #2 TOBACCO AND LIQUOR OUTLET,322,52804,1606 W LOCUST ST,3917,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
HARTIG DRUG STORE #10 / IOWA CITY,320,52246,701 MORMON TREK BLVD,3565,2021-10-06T00:00:00Z,2021-11-30T00:00:00Z
KUM & GO #1443 / WILLIAMSBURG,320,52361,2177 M AVE,5510,2022-11-01T00:00:00Z,2023-03-28T00:00:00Z
CASEY'S GENERAL STORE #1827 / KNOXVILLE,318,50138,1007 N. LINCOLN,5991,2020-09-04T00:00:00Z,2022-03-18T00:00:00Z
HAWKS LIQUOR & TOBACCO / CORALVILLE,315,52241,2425 2ND STREET,6190,2021-10-06T00:00:00Z,2021-11-30T00:00:00Z
FAREWAY STORES #639 / MAQUOKETA,314,52060,110 WESTGATE DR,4051,2021-10-05T00:00:00Z,2021-11-29T00:00:00Z
BIG 10 MART #11 / DUBUQUE,312,52001,3300 ASBURY RD,6070,2020-10-30T00:00:00Z,2021-10-19T00:00:00Z
MARKET EXPRESS,312,52404,5340 16TH AVE SW,4921,2021-10-04T00:00:00Z,2021-11-29T00:00:00Z
AUDUBON FOOD LAND,306,50025,104 MARKET ST,5173,2021-10-05T00:00:00Z,2021-11-30T00:00:00Z
HY-VEE FOOD STORE #4 / CEDAR RAPIDS,306,52402,1556 FIRST AVENUE NE,2568,2021-10-04T00:00:00Z,2021-11-29T00:00:00Z
KUM & GO #240 / NORTH AVE NORWALK,306,50211,530 NORTH AVE,4370,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
JIM AND CHARLIES AFFILIATED,305,52531,121 NORTH CLINTON,4011,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
EXPRESS LANE GAS & FOOD MART #79,303,52767,17948 GREAT RIVER RD,5725,2021-12-13T00:00:00Z,2022-10-24T00:00:00Z
CASEY'S GENERAL STORE #77  /  CASCAD,292,52033,717 1ST  AVE,5183,2015-10-20T00:00:00Z,2017-12-05T00:00:00Z
FAREWAY STORES #008 / DYERSVILLE,291,52040,1207  12TH AVE SE,4182,2020-02-03T00:00:00Z,2021-10-01T00:00:00Z
QUIK TRIP #538 / NW 2ND / DSM,291,50313,4575 NW 2ND,4361,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
ROCKINGHAM LIQUOR - DAVENPORT,287,52802,2423 ROCKINGHAM ROAD,5846,2021-10-05T00:00:00Z,2021-11-29T00:00:00Z
NEW STAR / KNOXVILLE,285,50138,901 WEST PLEASANT ST,5740,2021-10-01T00:00:00Z,2021-11-30T00:00:00Z
FAREWAY STORES #827 / CENTERVILLE,283,52544,305 S 18TH ST,4271,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
CASEY'S GENERAL STORE #3214 / OSKALOOSA,282,52577,413 A AVE W,5984,2022-10-05T00:00:00Z,2023-04-19T00:00:00Z
KIMBERLY MART / DAVENPORT,280,52807,1714 E KIMBERLY RD,3715,2021-10-06T00:00:00Z,2021-11-24T00:00:00Z
QUIK TRIP #562 / NE 14TH / DSM,277,50313,4801 NE 14TH ST,4377,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
OSAGE LIQUORS,275,50461,"508, MAIN ST",4945,2021-10-04T00:00:00Z,2021-11-22T00:00:00Z
